name,theme,overall,C,PF,SF,SG,PG,position,height,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential
Giannis Antetokounmpo,Spotlight Isiah Thomas,94,0,0,1,0,0,SF,83,88,75,70,98,82,98,95,85,90,90,84,80,74,95,90,87,85,70,98,95,95,86,80,81,84,90,86,92,89,89,85,88,90,85,82,91,90,74,94,40,98
Kevin McHale,Spotlight Isiah Thomas,92,0,1,0,0,0,PF,82,92,78,68,98,85,95,80,80,65,85,89,95,92,95,68,63,60,88,98,85,90,28,55,60,42,75,89,53,88,94,53,90,95,55,80,95,85,87,86,60,95
Adrian Dantley,Spotlight Isiah Thomas,89,0,0,0,1,0,SG,77,87,80,60,98,89,98,90,65,80,88,79,74,76,98,84,84,80,72,98,97,85,77,78,82,74,82,69,75,70,83,78,70,88,70,39,81,75,72,75,98,92
Richard Hamilton,Spotlight Isiah Thomas,89,0,0,0,1,0,SG,78,78,88,84,98,86,97,75,35,75,86,60,35,70,86,79,79,82,50,97,95,95,75,78,82,76,87,64,89,77,89,77,78,87,76,37,87,75,41,45,98,89
Mark Aguirre,Spotlight Isiah Thomas,86,0,0,1,0,0,SF,78,90,88,77,75,76,95,89,75,80,85,94,95,96,83,78,75,80,88,95,80,86,74,79,75,62,82,77,77,75,78,78,70,79,80,68,79,75,68,70,40,88
Horace Grant,Spotlight Isiah Thomas,85,0,1,0,0,0,PF,82,70,70,36,80,71,75,55,84,64,68,75,75,75,87,34,34,60,91,85,82,80,25,36,49,40,52,82,33,75,87,33,79,95,63,62,95,85,86,85,90,85
Sean Elliott,Spotlight Isiah Thomas,82,0,0,1,0,0,SF,80,82,71,85,98,71,95,75,65,70,61,58,48,62,79,64,63,78,64,95,72,70,57,69,55,40,55,68,84,83,83,84,68,83,60,50,83,85,34,53,98,88
Vinnie Johnson,Spotlight Isiah Thomas,82,0,0,0,1,0,SG,74,80,80,65,98,73,85,75,25,25,71,33,25,59,98,77,77,60,70,98,98,88,77,80,78,67,79,44,73,78,71,76,69,70,63,37,70,75,56,43,98,84
Kelly Tripucka,Spotlight Isiah Thomas,82,0,0,0,1,0,SG,78,74,77,74,97,87,85,80,30,60,70,54,37,51,95,79,77,40,65,85,85,95,74,72,70,54,75,54,75,75,77,75,70,57,65,27,57,75,51,54,95,90
Rick Mahorn,Spotlight Isiah Thomas,79,1,0,0,0,0,C,82,62,35,25,98,74,90,40,72,40,65,75,55,55,98,25,25,35,85,68,95,79,25,35,38,29,35,85,29,84,70,29,85,65,58,62,65,90,78,82,98,79
John Salley,Spotlight Isiah Thomas,79,0,1,0,0,0,PF,83,70,45,34,70,69,60,60,95,65,72,48,45,50,68,51,48,70,60,70,80,82,33,40,41,33,40,68,49,65,59,49,68,55,61,70,55,65,87,85,98,79
Hakeem Olajuwon,Spotlight Jason Kidd,97,1,0,0,0,0,C,84,98,92,78,98,86,98,82,95,75,95,98,98,97,97,79,79,85,95,95,85,90,64,61,68,63,82,98,68,98,97,80,98,90,65,95,98,98,95,98,30,97
Jason Terry,Spotlight Jason Kidd,95,0,0,0,0,1,PG,74,95,97,95,90,95,95,96,34,49,94,44,59,59,82,98,98,98,47,98,82,70,98,95,95,88,94,42,88,84,84,90,85,92,88,49,94,85,41,49,45,95
Vince Carter,Spotlight Jason Kidd,94,0,0,0,1,0,SG,78,94,90,90,98,84,95,95,65,97,90,70,46,79,95,94,94,98,75,95,85,85,88,86,70,70,70,60,89,75,74,89,75,80,82,55,80,85,62,68,70,95
Kenyon Martin,Spotlight Jason Kidd,92,0,1,0,0,0,PF,81,96,85,79,75,68,80,80,90,70,82,78,78,65,97,74,81,85,80,97,95,85,69,43,48,53,62,82,78,82,83,79,79,89,74,82,87,80,94,93,70,92
Antonio McDyess,Spotlight Jason Kidd,91,0,1,0,0,0,PF,81,96,89,50,90,82,90,78,95,80,85,91,90,90,85,63,60,88,90,95,95,80,30,36,34,36,55,85,46,88,84,65,85,59,60,69,87,90,88,90,40,91
Hot Rod Williams,Spotlight Jason Kidd,89,0,1,0,0,0,PF,83,92,80,25,85,76,90,49,95,80,78,86,84,84,90,63,61,75,95,95,95,85,45,36,50,68,49,84,52,84,79,62,84,78,62,86,84,85,73,78,80,89
Kerry Kittles,Spotlight Jason Kidd,88,0,0,0,1,0,SG,77,75,93,87,84,83,80,89,35,85,82,52,40,77,86,85,87,84,60,95,90,85,80,76,79,65,84,58,84,85,85,88,84,72,80,35,72,85,28,46,70,88
Keith Van Horn,Spotlight Jason Kidd,88,0,0,1,0,0,SF,82,82,88,87,92,86,95,82,50,65,80,64,64,75,85,75,75,53,36,95,60,68,74,73,74,42,70,52,84,84,67,84,85,53,52,50,53,75,74,78,90,88
Penny Hardaway,Spotlight Jason Kidd,86,0,0,0,1,0,SG,79,80,76,74,98,80,80,80,70,80,84,74,63,77,95,78,78,80,68,98,95,85,78,88,87,90,86,70,88,78,80,74,85,88,80,70,84,75,70,79,97,93
Jim Jackson,Spotlight Jason Kidd,86,0,0,0,1,0,SG,78,83,84,80,90,83,85,86,60,75,79,69,72,70,95,81,80,82,75,97,91,95,79,82,79,72,82,59,79,82,83,79,81,86,75,50,79,80,57,60,75,88
Rex Chapman,Spotlight Jason Kidd,85,0,0,0,1,0,SG,76,79,78,80,98,83,85,80,50,80,70,45,30,50,70,81,81,88,52,88,72,76,76,80,78,74,75,45,68,69,74,75,68,81,60,41,81,65,45,48,98,85
Todd MacCulloch,Spotlight Jason Kidd,85,1,0,0,0,0,C,84,89,73,25,95,67,85,58,80,65,88,74,81,77,95,52,51,75,89,95,90,70,25,32,32,28,30,85,25,84,52,25,84,57,55,82,57,85,89,90,78,85
Carmelo Anthony,Spotlight Jeremy Lin,97,0,0,1,0,0,SF,80,95,95,93,95,94,98,94,55,95,90,85,64,95,80,96,96,90,82,98,82,80,94,97,80,63,72,85,90,92,74,93,89,78,89,47,74,90,50,84,25,97
Kawhi Leonard,Spotlight Jeremy Lin,97,0,0,1,0,0,SF,79,85,92,90,70,84,95,90,55,86,80,76,50,88,95,90,90,80,70,95,89,79,88,86,79,55,78,82,95,95,97,97,95,88,90,55,96,95,43,65,25,98
Marc Gasol,Spotlight Jeremy Lin,95,1,0,0,0,0,C,85,95,95,90,98,85,95,80,85,60,88,93,96,96,94,60,60,68,95,95,84,75,42,47,65,72,87,96,80,96,88,80,74,94,66,88,96,95,88,94,50,95
Patrick Beverley,Spotlight Jeremy Lin,94,0,0,0,0,1,PG,73,90,84,87,90,84,85,86,25,30,74,30,30,35,85,90,90,91,60,97,95,71,90,90,90,70,90,74,97,95,90,97,97,77,97,58,86,95,58,72,50,94
John Collins,Spotlight Jeremy Lin,92,0,1,0,0,0,PF,82,94,84,87,70,85,95,85,97,97,90,69,82,83,85,80,80,98,66,88,90,80,69,57,37,36,66,82,49,82,64,69,78,74,42,90,70,80,90,92,50,92
Tyson Chandler,Spotlight Jeremy Lin,92,1,0,0,0,0,C,85,92,74,26,75,80,80,69,95,79,79,86,85,72,88,68,54,79,88,95,75,72,25,35,40,31,64,94,53,92,80,79,84,75,58,85,92,85,95,95,65,92
Amar'e Stoudemire,Spotlight Jeremy Lin,89,0,1,0,0,0,PF,82,86,84,70,80,77,85,75,85,85,70,90,82,84,98,78,70,80,80,90,80,90,40,54,52,34,60,80,44,75,83,59,74,88,70,78,89,75,86,88,75,90
Iman Shumpert,Spotlight Jeremy Lin,89,0,0,0,1,0,SG,77,90,84,79,60,85,85,85,40,85,70,35,25,40,85,86,86,94,60,95,88,68,84,86,82,74,84,58,85,85,77,90,84,73,84,50,80,85,43,49,85,89
Jordan Clarkson,Spotlight Jeremy Lin,89,0,0,0,1,0,SG,77,92,91,86,84,88,95,92,25,80,92,38,30,37,82,84,84,85,54,90,90,85,84,86,84,74,84,43,75,74,68,84,68,58,80,37,58,70,44,49,85,89
Jared Jeffries,Spotlight Jeremy Lin,85,0,1,0,0,0,PF,83,75,78,77,65,68,80,60,60,71,50,60,40,58,90,82,80,80,80,95,92,90,77,60,65,31,75,85,85,85,75,86,84,61,85,84,61,85,65,78,50,85
Landry Fields,Spotlight Jeremy Lin,85,0,0,0,1,0,SG,79,85,82,85,88,81,95,80,25,55,66,36,30,45,85,82,82,75,60,95,95,84,78,76,75,66,82,38,80,82,69,84,82,54,80,67,54,80,26,47,80,85
Steve Novak,Spotlight Jeremy Lin,85,0,0,1,0,0,SF,82,75,88,96,98,89,95,68,25,75,59,56,62,69,92,70,69,55,75,95,45,93,69,79,78,65,85,70,75,75,54,79,74,56,75,25,56,75,25,55,75,85
James Worthy,Spotlight Kareem Abdul-Jabbar,97,0,0,1,0,0,SF,81,97,90,84,80,84,95,95,90,95,90,90,91,92,92,84,82,90,85,98,95,85,77,86,72,67,75,87,92,88,91,88,85,83,92,42,83,95,90,92,40,97
Gary Payton,Spotlight Kareem Abdul-Jabbar,97,0,0,0,0,1,PG,76,92,87,86,88,88,95,95,25,70,85,85,60,83,98,94,94,84,65,98,90,93,94,92,95,84,90,60,98,98,98,99,93,96,99,65,96,98,45,46,25,97
Oscar Robertson,Spotlight Kareem Abdul-Jabbar,95,0,0,0,0,1,PG,77,90,90,86,98,85,98,97,25,75,73,85,79,88,90,87,87,86,75,90,83,88,87,89,94,97,94,55,90,90,94,89,88,95,89,45,95,85,63,63,50,95
Jamaal Wilkes,Spotlight Kareem Abdul-Jabbar,94,0,0,1,0,0,SF,78,90,87,77,70,81,90,90,85,90,76,80,78,77,90,90,90,95,70,94,97,90,84,80,72,69,78,78,96,95,90,96,96,70,94,45,70,95,65,84,35,94
Jerry West,Spotlight Kareem Abdul-Jabbar,93,0,0,0,0,1,PG,74,84,85,89,97,83,98,86,25,25,85,59,63,63,98,88,88,80,70,95,97,80,86,86,90,95,90,44,90,90,96,85,90,96,96,40,96,90,35,35,90,96
Gail Goodrich,Spotlight Kareem Abdul-Jabbar,91,0,0,0,1,0,SG,73,90,95,94,95,85,95,90,25,25,88,35,25,60,85,80,75,58,50,98,85,98,78,78,81,84,80,35,85,85,84,85,85,74,85,27,74,85,40,30,98,91
Michael Cooper,Spotlight Kareem Abdul-Jabbar,89,0,0,0,1,0,SG,77,82,80,79,98,87,75,79,62,84,76,55,36,51,98,75,68,83,65,95,98,97,72,76,63,71,64,73,90,90,97,95,90,95,85,51,95,95,41,48,98,89
Byron Scott,Spotlight Kareem Abdul-Jabbar,88,0,0,0,1,0,SG,75,87,88,92,90,89,95,88,50,80,66,36,25,63,95,86,86,85,55,90,83,90,86,86,79,72,84,49,84,77,78,86,65,75,84,35,75,80,38,46,80,88
Spencer Haywood,Spotlight Kareem Abdul-Jabbar,85,0,1,0,0,0,PF,80,88,80,72,70,84,85,85,80,80,75,80,78,78,95,73,73,80,82,95,85,85,68,66,65,48,75,80,66,80,90,64,78,81,45,65,81,80,86,87,70,94
Norm Nixon,Spotlight Kareem Abdul-Jabbar,85,0,0,0,0,1,PG,74,85,85,70,90,80,85,85,25,80,70,29,33,40,95,88,88,80,64,92,80,85,88,86,84,80,84,35,80,80,74,80,80,75,79,51,75,80,32,56,80,85
Lucius Allen,Spotlight Kareem Abdul-Jabbar,83,0,0,0,0,1,PG,74,80,80,82,62,70,60,85,25,50,67,25,25,44,70,89,89,80,50,85,75,82,88,86,84,79,82,33,88,85,64,89,88,62,91,32,62,85,52,44,71,83
Jon McGlocklin,Spotlight Kareem Abdul-Jabbar,82,0,0,0,1,0,SG,77,83,88,85,92,86,90,75,25,54,60,25,48,51,84,76,74,50,68,90,85,85,73,75,71,63,73,48,65,77,78,65,74,65,50,25,65,75,48,52,70,85
Kurt Rambis,Spotlight Kareem Abdul-Jabbar,82,0,1,0,0,0,PF,80,84,45,28,50,76,60,47,68,42,68,69,51,33,71,59,58,57,84,95,97,85,35,35,40,30,48,89,34,90,64,34,89,60,71,78,60,90,88,92,70,82
Paul Pierce,Spotlight Kevin Garnett,92,0,0,1,0,0,SF,79,92,89,92,98,84,95,89,45,70,77,79,52,90,94,77,76,75,80,94,76,92,74,86,70,70,80,69,87,89,88,88,85,84,64,50,84,85,36,61,70,94
Kobe Bryant,Spotlight Kevin Garnett,91,0,0,0,1,0,SG,78,84,88,84,85,85,90,90,35,90,85,70,57,84,85,88,87,88,70,98,85,95,85,86,74,65,74,62,78,74,64,81,75,60,80,51,60,70,46,54,95,98
Wally Szczerbiak,Spotlight Kevin Garnett,89,0,0,1,0,0,SF,79,88,90,90,97,88,95,84,25,65,79,25,50,50,86,76,75,84,27,98,88,75,75,84,74,37,80,45,73,77,78,73,72,70,74,32,70,75,48,52,98,89
Rajon Rondo,Spotlight Kevin Garnett,88,0,0,0,0,1,PG,73,75,74,76,92,64,70,94,25,30,61,50,60,50,95,94,94,79,48,88,90,85,95,92,92,90,92,36,92,85,94,93,93,78,93,37,78,90,46,65,75,89
Latrell Sprewell,Spotlight Kevin Garnett,86,0,0,1,0,0,SF,77,84,82,80,95,85,85,83,55,90,79,69,40,78,78,78,77,88,48,93,75,92,76,79,84,61,83,40,83,74,80,83,73,72,61,37,72,75,36,47,98,86
Andrei Kirilenko,Spotlight Kevin Garnett,84,0,1,0,0,0,PF,81,66,68,69,78,80,80,79,55,67,65,75,60,63,80,78,76,75,70,90,80,59,73,79,70,62,70,80,72,80,92,80,82,88,82,84,92,80,75,78,90,84
James Posey,Spotlight Kevin Garnett,83,0,0,1,0,0,SF,80,75,78,83,78,81,45,74,40,65,40,48,47,55,80,75,75,80,70,85,70,75,66,73,62,48,61,68,86,85,77,87,78,83,67,57,78,85,57,46,80,83
Stephon Marbury,Spotlight Kevin Garnett,82,0,0,0,0,1,PG,75,80,74,74,80,75,80,85,25,35,60,55,55,55,77,88,88,92,64,88,92,90,88,84,78,75,78,50,76,75,74,83,64,79,50,38,79,50,34,44,90,82
Terry Porter,Spotlight Kevin Garnett,81,0,0,0,0,1,PG,75,83,84,86,80,82,80,80,25,25,71,25,25,40,91,73,73,60,55,85,91,92,79,78,86,79,90,40,74,70,80,84,65,79,81,32,79,70,36,48,81,87
Zach LaVine,Spotlight Kevin Garnett,79,0,0,0,1,0,SG,77,70,72,69,76,83,75,79,60,97,69,38,44,58,95,86,86,98,44,98,85,80,81,80,69,54,72,49,65,64,67,71,45,52,41,50,52,50,35,57,98,79
Leon Powe,Spotlight Kevin Garnett,79,1,0,0,0,0,C,80,87,55,25,85,70,75,65,90,60,87,62,50,52,95,66,25,60,90,95,96,70,25,35,25,28,58,72,30,82,83,30,60,78,58,56,78,60,84,78,95,79
Ervin Johnson,Spotlight Kevin Garnett,78,1,0,0,0,0,C,83,82,69,25,85,69,75,52,95,75,70,69,79,60,85,32,25,79,85,85,75,85,25,28,34,28,35,85,25,85,60,25,85,60,61,79,60,80,62,73,95,78
Gary Payton,Spotlight Reward,89,0,0,0,0,1,PG,76,92,79,74,88,76,85,87,25,42,65,85,60,83,98,86,86,70,65,95,85,93,86,89,92,78,90,60,90,90,84,91,91,85,92,37,84,90,45,46,95,96
Daniel Gibson,Spotlight Reward,89,0,0,0,0,1,PG,74,84,89,91,95,85,90,84,40,75,75,61,38,69,95,93,93,95,51,85,86,75,92,86,85,86,90,54,78,75,81,86,52,63,70,40,63,75,41,44,98,89
Buck Williams,Spotlight Reward,89,0,1,0,0,0,PF,80,94,79,25,98,71,90,70,95,58,85,84,85,64,85,65,50,74,90,85,90,85,28,28,30,29,54,85,33,86,70,33,74,75,62,65,75,95,92,94,70,89
Vernon Maxwell,Spotlight Reward,88,0,0,0,1,0,SG,76,82,84,86,95,81,95,85,25,70,81,45,25,63,90,81,80,78,63,90,80,70,78,86,84,79,84,55,74,68,76,74,84,65,82,37,65,75,34,44,98,88
Jeff Malone,Spotlight Reward,86,0,0,0,1,0,SG,76,92,95,70,95,92,95,96,55,85,82,64,40,70,94,81,80,88,48,95,85,92,73,79,71,64,70,40,74,70,80,78,68,82,61,35,72,65,40,60,90,89
Dennis Johnson,Spotlight Reward,86,0,0,0,0,1,PG,76,82,72,60,75,81,80,84,25,25,69,74,40,60,80,69,73,75,67,91,87,85,82,86,80,71,80,66,95,88,98,95,74,90,64,42,90,90,40,43,95,89
Gerald Wallace,Spotlight Reward,85,0,0,1,0,0,SF,79,79,82,72,85,78,80,82,35,85,68,50,64,69,85,85,84,88,60,97,75,66,73,78,68,48,70,65,84,82,92,84,80,88,84,62,85,80,54,77,90,85
Isiah Thomas,Spotlight Reward,85,0,0,0,0,1,PG,73,75,72,56,98,82,90,97,25,65,69,44,25,29,99,85,85,80,65,97,96,90,85,82,80,94,80,40,77,79,94,78,78,94,88,55,98,75,35,45,98,97
David Robinson,Spotlight Reward,85,1,0,0,0,0,C,85,82,70,50,96,73,85,60,85,60,80,86,75,82,90,64,40,60,85,85,85,75,32,54,40,62,48,84,43,80,82,43,88,96,61,80,96,85,80,82,80,96
Clyde Drexler,Spotlight Reward,84,0,0,0,1,0,SG,79,67,74,65,98,74,70,79,65,80,79,70,45,64,98,85,85,97,55,98,95,98,77,77,69,52,74,45,69,65,92,70,69,92,60,52,92,65,57,60,98,97
DeShawn Stevenson,Spotlight Reward,84,0,0,1,0,0,SF,77,74,79,83,95,88,85,76,40,75,60,44,35,51,95,72,69,84,42,95,95,79,53,68,68,54,68,55,84,81,81,83,82,75,78,56,80,85,41,68,98,84
Dirk Nowitzki,Spotlight Reward,84,0,1,0,0,0,PF,84,83,85,82,98,83,85,68,65,50,65,84,76,84,80,55,50,40,65,88,60,80,37,57,60,51,74,63,64,60,65,40,44,77,40,47,77,40,60,64,88,97
Darko Milicic,Spotlight Reward,81,1,0,0,0,0,C,84,84,74,25,84,58,55,68,70,51,82,70,74,59,95,36,36,75,84,85,63,65,29,35,37,34,37,82,30,78,73,25,75,73,50,84,73,80,85,86,95,81
Dwyane Wade,Spotlight Reward,80,0,0,0,1,0,SG,76,74,57,68,98,68,85,84,35,50,72,74,67,74,98,77,77,75,65,98,85,68,77,78,77,73,77,65,69,80,81,84,77,92,46,58,95,60,43,55,98,94
Kevin Garnett,Spotlight Reward,80,0,1,0,0,0,PF,83,80,64,39,59,60,65,75,75,75,52,74,70,70,80,59,59,67,64,90,70,98,37,50,48,32,55,70,41,78,88,41,85,80,65,70,80,70,72,72,85,97
P.J. Brown,Spotlight Reward Series II,92,1,0,0,0,0,C,85,84,80,26,95,80,85,69,95,79,80,86,83,78,58,63,38,74,94,87,75,72,25,35,40,31,64,94,56,94,92,70,88,75,58,95,92,95,93,94,75,92
Harrison Barnes,Spotlight Reward Series II,91,0,0,1,0,0,SF,80,86,87,88,84,84,90,82,55,90,82,84,48,74,88,85,82,98,70,96,78,81,83,82,78,58,82,67,80,85,74,84,82,72,57,60,72,80,65,68,75,91
Maurice Cheeks,Spotlight Reward Series II,91,0,0,0,0,1,PG,73,86,81,70,98,87,75,87,25,25,61,25,36,44,98,86,86,70,70,95,95,90,86,86,94,94,95,70,97,92,96,92,97,92,86,37,92,90,36,42,98,91
Darren Collison,Spotlight Reward Series II,91,0,0,0,0,1,PG,72,88,95,89,98,86,90,85,25,45,80,32,25,45,86,93,93,72,49,85,80,84,93,86,90,89,90,34,87,85,80,88,65,72,85,35,72,80,34,49,98,91
Rudy Gobert,Spotlight Reward Series II,91,1,0,0,0,0,C,85,80,60,25,98,69,85,76,95,75,91,79,79,55,98,45,42,54,92,92,87,80,25,32,25,35,55,90,61,94,95,62,88,94,57,90,97,92,89,89,98,91
Shawn Kemp,Spotlight Reward Series II,89,0,1,0,0,0,PF,82,95,83,60,97,70,90,80,90,90,84,88,80,79,95,70,70,87,82,90,97,85,60,62,38,43,37,80,53,78,80,53,78,83,63,80,83,80,82,84,98,89
Moses Malone,Spotlight Reward Series II,89,1,0,0,0,0,C,82,93,65,43,98,81,95,72,97,46,84,86,94,89,98,43,38,60,92,90,66,90,43,45,60,32,70,85,42,88,89,42,84,95,58,63,95,85,88,85,98,95
Luke Ridnour,Spotlight Reward Series II,89,0,0,0,0,1,PG,74,81,84,92,95,91,90,82,25,25,75,25,25,35,79,90,90,77,28,95,74,80,90,89,94,89,92,35,84,85,73,86,85,66,84,37,66,80,31,50,75,89
Tyronn Lue,Spotlight Reward Series II,88,0,0,0,0,1,PG,72,82,84,86,98,79,90,79,25,30,69,29,27,39,77,92,92,79,40,95,95,85,92,86,89,87,95,54,75,78,66,87,75,68,75,25,68,75,31,41,98,88
Jose Calderon,Spotlight Reward Series II,88,0,0,0,0,1,PG,75,90,90,92,98,98,90,79,25,25,84,26,25,35,92,76,76,75,30,90,94,78,76,86,95,94,96,47,66,64,70,66,65,58,62,32,58,60,31,52,94,88
Jason Kidd,Spotlight Reward Series II,86,0,0,0,0,1,PG,76,73,70,69,98,69,70,85,25,60,55,48,40,55,95,86,86,78,68,93,90,74,86,86,88,87,90,70,85,70,90,75,70,87,75,30,89,75,37,62,98,88
Dwight Howard,Spotlight Reward Series II,85,1,0,0,0,0,C,83,82,69,30,98,60,95,77,85,85,80,79,74,53,95,70,54,80,88,95,95,88,25,40,33,27,57,80,55,84,96,52,77,82,42,70,94,80,80,80,98,91
Jeremy Lin,Spotlight Reward Series II,85,0,0,0,0,1,PG,75,80,80,78,98,80,90,82,25,45,88,38,28,45,94,80,80,80,45,95,95,77,80,84,75,75,75,52,75,78,82,73,70,71,78,56,71,75,36,53,98,89
Kareem Abdul-Jabbar,Spotlight Reward Series II,85,1,0,0,0,0,C,86,89,62,31,98,70,85,78,80,75,50,82,90,70,80,56,44,60,84,95,85,88,28,58,62,46,79,78,37,80,89,37,75,88,56,78,89,70,78,78,80,96
Andre Iguodala,Spotlight Reward Series II,83,0,0,1,0,0,SF,78,57,64,69,85,69,60,70,55,80,50,45,40,40,95,72,73,75,68,98,85,80,67,74,75,63,70,69,84,84,87,84,82,87,46,58,92,80,43,56,98,87
Bob McAdoo,Spotlight Sim,99,1,0,0,0,0,C,81,98,94,82,90,88,98,98,98,97,95,97,97,94,97,95,95,97,90,98,98,85,94,86,89,84,85,92,92,95,90,90,92,90,85,95,96,95,98,99,25,99
Nate Thurmond,Spotlight Sim,99,1,0,0,0,0,C,83,98,89,75,95,88,98,95,97,95,94,92,92,90,98,94,92,98,98,98,98,79,86,86,80,68,78,98,89,98,96,93,98,85,92,97,86,98,99,99,25,99
Stephen Jackson,Spotlight Sim,99,0,0,1,0,0,SF,80,94,95,92,90,92,95,96,85,95,93,82,80,84,95,93,94,92,96,98,94,78,90,91,84,88,91,90,97,94,74,91,96,76,92,84,76,96,84,86,25,99
Kyle Kuzma,Spotlight Sim,99,0,1,0,0,0,PF,81,94,94,94,97,85,98,95,90,95,92,85,88,89,95,90,90,90,85,95,84,85,87,86,84,78,90,88,88,90,77,90,85,72,80,80,74,90,92,92,25,99
Donovan Mitchell,Spotlight Sim,99,0,0,0,1,0,SG,75,96,98,96,96,92,98,97,80,98,95,38,60,60,95,98,98,98,70,98,95,80,96,93,95,90,95,75,96,95,79,98,95,79,97,65,84,98,60,68,50,99
Domantas Sabonis,Spotlight Sim,99,1,0,0,0,0,C,83,98,94,90,97,90,95,85,90,80,95,97,95,95,90,78,76,75,92,95,95,85,75,76,90,89,92,95,78,95,52,75,89,68,75,80,69,90,98,95,25,99
Sarunas Marciulionis,Spotlight Sim,99,0,0,0,1,0,SG,77,92,94,95,86,91,98,95,70,90,85,65,50,88,98,94,94,92,94,98,98,65,92,92,88,87,88,65,93,93,78,94,93,75,93,75,75,90,65,65,25,99
Chauncey Billups,Spotlight Sim,99,0,0,0,0,1,PG,75,96,95,97,94,92,98,97,25,70,88,40,38,44,95,97,97,85,87,98,95,79,97,97,97,92,95,80,97,97,89,97,95,81,97,50,81,97,74,78,25,99
Steve Francis,Spotlight Sim,99,0,0,0,0,1,PG,75,98,95,94,95,89,98,97,30,98,95,45,60,64,94,97,97,96,54,98,85,88,97,97,97,87,97,68,90,90,79,95,90,92,92,64,74,90,54,59,25,99
Devin Booker,Spotlight Sim,99,0,0,0,1,0,SG,78,94,97,98,98,95,98,95,40,85,92,70,54,69,98,93,93,94,74,98,98,81,93,90,92,85,94,68,90,90,68,91,88,58,84,65,58,90,74,84,25,99
Paul Silas,Spotlight Sim,98,0,1,0,0,0,PF,79,92,92,86,35,90,95,94,75,85,50,76,75,75,95,95,94,92,91,98,95,88,90,86,82,48,82,95,97,92,97,98,94,96,97,77,98,98,95,95,25,98
Bob Sura,Spotlight Sim,98,0,0,0,0,1,PG,77,96,89,95,94,94,95,94,60,95,89,70,48,75,95,93,93,97,81,98,96,76,93,94,94,88,95,72,94,92,74,92,91,81,88,71,81,90,71,73,25,98
Jim Paxson,Spotlight Sim,98,0,0,0,1,0,SG,78,96,95,88,60,95,98,92,70,80,93,82,78,80,98,91,91,92,80,97,98,85,91,90,92,94,92,80,91,90,80,92,92,82,89,60,80,90,60,70,25,98
Cliff Robinson,Spotlight Sim,98,0,1,0,0,0,PF,82,88,88,95,30,82,85,86,90,95,80,91,82,85,84,90,90,88,90,90,95,87,88,86,70,61,75,92,89,92,96,93,84,84,90,90,84,95,84,86,25,98
Lance Stephenson,Spotlight Sim,98,0,0,0,0,1,PG,77,97,95,91,80,90,95,97,60,95,92,55,47,63,95,94,94,92,80,95,95,90,93,96,94,90,94,70,95,90,77,96,94,75,95,40,74,90,84,88,25,98
Brook Lopez,Spotlight Sim,98,1,0,0,0,0,C,84,98,93,95,97,90,98,80,95,85,83,95,94,97,92,79,79,78,95,96,78,68,72,65,78,75,78,96,55,91,64,84,84,80,56,96,80,88,96,97,25,98
Bryant Reeves,Spotlight Sim,98,1,0,0,0,0,C,84,95,92,79,95,90,95,85,90,85,89,94,93,96,95,75,75,84,97,95,95,85,62,68,84,72,74,88,73,86,74,70,84,64,63,92,70,85,95,97,30,98
Larry Nance,Spotlight Sim,98,0,1,0,0,0,PF,82,92,88,85,25,77,95,90,90,95,82,88,75,65,80,90,90,95,90,95,90,72,88,86,68,49,58,95,95,95,84,96,88,90,90,95,90,95,80,88,25,98
Wally Szczerbiak,Spotlight Sim,98,0,0,1,0,0,SF,79,90,92,96,97,89,98,92,60,90,88,55,62,60,94,88,88,94,84,98,94,75,88,89,84,66,82,70,89,92,78,92,80,70,83,60,70,90,80,84,25,98
Danilo Gallinari,Spotlight Sim,98,0,1,0,0,0,PF,82,94,95,96,98,92,98,91,70,80,92,92,86,89,95,87,87,82,86,98,90,65,85,86,80,44,80,84,84,82,68,86,85,67,78,75,67,80,50,80,25,98
Rik Smits,Spotlight Sim,98,1,0,0,0,0,C,88,97,97,78,50,89,95,79,95,80,92,94,95,94,95,73,74,78,95,98,95,96,60,62,71,50,72,92,74,90,82,77,92,62,70,89,62,90,94,94,25,98
Kelly Tripucka,Spotlight Sim,98,0,0,0,1,0,SG,78,92,97,95,97,96,98,92,45,80,88,67,64,51,99,92,92,50,99,98,89,95,80,86,90,59,89,80,94,92,77,95,92,57,92,52,57,95,58,69,25,98
Ja Morant,Spotlight Sim,98,0,0,0,0,1,PG,75,96,91,93,95,89,98,97,25,97,92,37,34,37,85,95,95,94,62,98,95,80,95,92,95,92,94,39,88,88,86,95,84,76,85,52,86,85,69,82,30,98
Bojan Bogdanovic,Spotlight Sim,98,0,0,1,0,0,SF,80,92,95,96,98,92,98,88,40,80,92,74,69,82,95,86,86,82,80,95,95,80,84,86,84,54,85,65,95,94,79,94,95,60,88,25,58,95,32,57,45,98
